anon_instance_id,category,phase,n_successes,n_attempts,success_rate,infra_failure_count
TRN-95BEF1A5B2F331EC,C,base,2,4,0.5,
TRN-95BEF1A5B2F331EC,C,initial_rl,1,4,0.25,0
TRN-95BEF1A5B2F331EC,C,repair_sft,2,4,0.5,0
TRN-95C2D9B925CAE077,C,base,2,4,0.5,
TRN-95C2D9B925CAE077,C,initial_rl,1,4,0.25,0
TRN-95C2D9B925CAE077,C,repair_sft,2,4,0.5,0
TRN-95C3FCD290C725D6,C,base,2,4,0.5,
TRN-95C3FCD290C725D6,C,initial_rl,3,4,0.75,0
TRN-95C3FCD290C725D6,C,repair_sft,4,4,1.0,0
TRN-9617FB693FD61B5F,C,base,1,4,0.25,
TRN-9617FB693FD61B5F,C,initial_rl,0,4,0.0,0
TRN-9617FB693FD61B5F,C,repair_sft,0,4,0.0,0
TRN-962628B09B7814F4,C,base,3,4,0.75,
TRN-962628B09B7814F4,C,initial_rl,3,4,0.75,0
TRN-962628B09B7814F4,C,repair_sft,4,4,1.0,0
TRN-962665FFB50AE7A4,C,base,3,4,0.75,
TRN-962665FFB50AE7A4,C,initial_rl,3,4,0.75,0
TRN-962665FFB50AE7A4,C,repair_sft,3,4,0.75,0
TRN-962D33D360144267,C,base,2,4,0.5,
TRN-962D33D360144267,C,initial_rl,2,4,0.5,0
TRN-962D33D360144267,C,repair_sft,4,4,1.0,0
TRN-96778B334FFB554B,C,base,2,4,0.5,
TRN-96778B334FFB554B,C,initial_rl,2,4,0.5,0
TRN-96778B334FFB554B,C,repair_sft,3,4,0.75,0
TRN-967F16D8631E1FF0,C,base,3,4,0.75,
TRN-967F16D8631E1FF0,C,initial_rl,4,4,1.0,0
TRN-967F16D8631E1FF0,C,repair_sft,4,4,1.0,0
TRN-9697F5FA2C1A0DF4,C,base,1,4,0.25,
TRN-9697F5FA2C1A0DF4,C,initial_rl,2,4,0.5,0
TRN-9697F5FA2C1A0DF4,C,repair_sft,4,4,1.0,0
TRN-96A17591F49C9EA1,C,base,2,4,0.5,
TRN-96A17591F49C9EA1,C,initial_rl,3,4,0.75,0
TRN-96A17591F49C9EA1,C,repair_sft,3,4,0.75,0
TRN-96CAE5F10F9809D3,C,base,3,4,0.75,
TRN-96CAE5F10F9809D3,C,initial_rl,3,4,0.75,0
TRN-96CAE5F10F9809D3,C,repair_sft,2,4,0.5,0
TRN-96E65E2B021BC722,C,base,1,4,0.25,
TRN-96E65E2B021BC722,C,initial_rl,1,4,0.25,0
TRN-96E65E2B021BC722,C,repair_sft,3,4,0.75,0
TRN-976EC5F544D3CBA1,C,base,3,4,0.75,
TRN-976EC5F544D3CBA1,C,initial_rl,2,4,0.5,0
TRN-976EC5F544D3CBA1,C,repair_sft,2,4,0.5,0
TRN-97F10F69B1B1BC72,C,base,2,4,0.5,
TRN-97F10F69B1B1BC72,C,initial_rl,2,4,0.5,0
TRN-97F10F69B1B1BC72,C,repair_sft,4,4,1.0,0
TRN-97FBB7DE43F1155D,C,base,1,4,0.25,
TRN-97FBB7DE43F1155D,C,initial_rl,0,4,0.0,0
TRN-97FBB7DE43F1155D,C,repair_sft,0,4,0.0,0
TRN-9801284CA0627CB2,C,base,3,4,0.75,
TRN-9801284CA0627CB2,C,initial_rl,2,4,0.5,0
TRN-9801284CA0627CB2,C,repair_sft,4,4,1.0,0
TRN-9840295E45DCD740,C,base,3,4,0.75,
TRN-9840295E45DCD740,C,initial_rl,4,4,1.0,0
TRN-9840295E45DCD740,C,repair_sft,4,4,1.0,0
TRN-98BED4E7C850731B,C,base,2,4,0.5,
TRN-98BED4E7C850731B,C,initial_rl,1,4,0.25,0
TRN-98BED4E7C850731B,C,repair_sft,2,4,0.5,0
TRN-98C2757FBDF1EE65,C,base,2,4,0.5,
TRN-98C2757FBDF1EE65,C,initial_rl,1,4,0.25,0
TRN-98C2757FBDF1EE65,C,repair_sft,4,4,1.0,0
TRN-9900A6177ECF7A0C,C,base,2,4,0.5,
TRN-9900A6177ECF7A0C,C,initial_rl,2,4,0.5,0
TRN-9900A6177ECF7A0C,C,repair_sft,2,4,0.5,0
TRN-992B879D89E2446D,C,base,1,4,0.25,
TRN-992B879D89E2446D,C,initial_rl,1,4,0.25,0
TRN-992B879D89E2446D,C,repair_sft,3,4,0.75,0
TRN-99588F03F9A38AC0,C,base,1,4,0.25,
TRN-99588F03F9A38AC0,C,initial_rl,1,4,0.25,0
TRN-99588F03F9A38AC0,C,repair_sft,1,4,0.25,0
TRN-9989D9AF46AE7536,C,base,2,4,0.5,
TRN-9989D9AF46AE7536,C,initial_rl,3,4,0.75,0
TRN-9989D9AF46AE7536,C,repair_sft,3,4,0.75,0
TRN-999E8990B5CA3454,C,base,2,4,0.5,
TRN-999E8990B5CA3454,C,initial_rl,1,4,0.25,0
TRN-999E8990B5CA3454,C,repair_sft,4,4,1.0,0
TRN-99C4230D1346A977,C,base,3,4,0.75,
TRN-99C4230D1346A977,C,initial_rl,3,4,0.75,0
TRN-99C4230D1346A977,C,repair_sft,4,4,1.0,0
TRN-99D6708683DC46AF,C,base,1,4,0.25,
TRN-99D6708683DC46AF,C,initial_rl,0,4,0.0,0
TRN-99D6708683DC46AF,C,repair_sft,1,4,0.25,0
TRN-9A074CFEAAA0D128,C,base,1,4,0.25,
TRN-9A074CFEAAA0D128,C,initial_rl,1,4,0.25,0
TRN-9A074CFEAAA0D128,C,repair_sft,1,4,0.25,0
TRN-9A0D1993AA1B05BC,C,base,2,4,0.5,
TRN-9A0D1993AA1B05BC,C,initial_rl,2,4,0.5,0
TRN-9A0D1993AA1B05BC,C,repair_sft,2,4,0.5,0
TRN-9A2D84FA663C5A19,C,base,2,4,0.5,
TRN-9A2D84FA663C5A19,C,initial_rl,1,4,0.25,0
TRN-9A2D84FA663C5A19,C,repair_sft,2,4,0.5,0
TRN-9A51B76E12ED0D8F,C,base,1,4,0.25,
TRN-9A51B76E12ED0D8F,C,initial_rl,0,4,0.0,0
TRN-9A51B76E12ED0D8F,C,repair_sft,1,4,0.25,0
TRN-9A8A4223D9F32DBF,C,base,1,4,0.25,
TRN-9A8A4223D9F32DBF,C,initial_rl,4,4,1.0,0
TRN-9A8A4223D9F32DBF,C,repair_sft,3,4,0.75,0
TRN-9AE4EAB8602DDF65,C,base,1,4,0.25,
TRN-9AE4EAB8602DDF65,C,initial_rl,1,4,0.25,0
TRN-9AE4EAB8602DDF65,C,repair_sft,4,4,1.0,0
TRN-9B00B51BB35A8239,C,base,2,4,0.5,
TRN-9B00B51BB35A8239,C,initial_rl,1,4,0.25,0
TRN-9B00B51BB35A8239,C,repair_sft,1,4,0.25,0
TRN-9B024481D3B60FCC,C,base,1,4,0.25,
TRN-9B024481D3B60FCC,C,initial_rl,0,4,0.0,0
TRN-9B024481D3B60FCC,C,repair_sft,1,4,0.25,0
TRN-9B0C6A4EEA4DE7A6,C,base,1,4,0.25,
TRN-9B0C6A4EEA4DE7A6,C,initial_rl,2,4,0.5,0
TRN-9B0C6A4EEA4DE7A6,C,repair_sft,1,4,0.25,0
TRN-9B2A4142D3E75571,C,base,2,4,0.5,
TRN-9B2A4142D3E75571,C,initial_rl,3,4,0.75,0
TRN-9B2A4142D3E75571,C,repair_sft,2,4,0.5,0
TRN-9B4EF961DE2EB8C2,C,base,2,4,0.5,
TRN-9B4EF961DE2EB8C2,C,initial_rl,1,4,0.25,0
TRN-9B4EF961DE2EB8C2,C,repair_sft,1,4,0.25,0
TRN-9B5850B54457FABD,C,base,1,4,0.25,
TRN-9B5850B54457FABD,C,initial_rl,1,4,0.25,0
TRN-9B5850B54457FABD,C,repair_sft,1,4,0.25,0
TRN-9BF6B6184B719683,C,base,2,4,0.5,
TRN-9BF6B6184B719683,C,initial_rl,2,4,0.5,0
TRN-9BF6B6184B719683,C,repair_sft,1,4,0.25,0
TRN-9BF86A793A39BB9A,C,base,0,4,0.0,
TRN-9BF86A793A39BB9A,C,initial_rl,3,4,0.75,0
TRN-9BF86A793A39BB9A,C,repair_sft,2,4,0.5,0
TRN-9C2359987AB441AE,C,base,2,4,0.5,
TRN-9C2359987AB441AE,C,initial_rl,1,4,0.25,0
TRN-9C2359987AB441AE,C,repair_sft,2,4,0.5,0
TRN-9C40F1D2B8F0ECF4,C,base,1,4,0.25,
TRN-9C40F1D2B8F0ECF4,C,initial_rl,2,4,0.5,0
TRN-9C40F1D2B8F0ECF4,C,repair_sft,0,4,0.0,0
TRN-9C4F4F1E5DA6DF79,C,base,2,4,0.5,
TRN-9C4F4F1E5DA6DF79,C,initial_rl,2,4,0.5,0
TRN-9C4F4F1E5DA6DF79,C,repair_sft,4,4,1.0,0
TRN-9D2B67E0B24B049B,C,base,1,4,0.25,
TRN-9D2B67E0B24B049B,C,initial_rl,0,4,0.0,0
TRN-9D2B67E0B24B049B,C,repair_sft,1,4,0.25,0
TRN-9D36F58376038C09,C,base,2,4,0.5,
TRN-9D36F58376038C09,C,initial_rl,4,4,1.0,0
TRN-9D36F58376038C09,C,repair_sft,4,4,1.0,0
TRN-9D5F3C7FA6F201C9,C,base,2,4,0.5,
TRN-9D5F3C7FA6F201C9,C,initial_rl,2,4,0.5,1
TRN-9D5F3C7FA6F201C9,C,repair_sft,4,4,1.0,0
TRN-9D73B73FC5E38D7E,C,base,1,4,0.25,
TRN-9D73B73FC5E38D7E,C,initial_rl,3,4,0.75,0
TRN-9D73B73FC5E38D7E,C,repair_sft,3,4,0.75,0
TRN-9DC57F70963E8715,C,base,2,4,0.5,
TRN-9DC57F70963E8715,C,initial_rl,3,4,0.75,0
TRN-9DC57F70963E8715,C,repair_sft,1,4,0.25,0
TRN-9DE1070487DBF5D3,C,base,3,8,0.375,
TRN-9DE1070487DBF5D3,C,initial_rl,3,4,0.75,0
TRN-9DE1070487DBF5D3,C,repair_sft,3,4,0.75,0
TRN-9DE6B66E0B7B941D,C,base,2,4,0.5,
TRN-9DE6B66E0B7B941D,C,initial_rl,4,4,1.0,0
TRN-9DE6B66E0B7B941D,C,repair_sft,2,4,0.5,0
TRN-9E0D370D2FAAB563,C,base,2,4,0.5,
TRN-9E0D370D2FAAB563,C,initial_rl,0,4,0.0,0
TRN-9E0D370D2FAAB563,C,repair_sft,2,4,0.5,0
TRN-9E13216AA8C4958C,C,base,1,4,0.25,
TRN-9E13216AA8C4958C,C,initial_rl,0,4,0.0,0
TRN-9E13216AA8C4958C,C,repair_sft,2,4,0.5,0
TRN-9E171DADD496BFE9,C,base,0,4,0.0,
TRN-9E171DADD496BFE9,C,initial_rl,0,4,0.0,0
TRN-9E171DADD496BFE9,C,repair_sft,0,4,0.0,0
TRN-9E4FB16CEFEB1699,C,base,2,4,0.5,
TRN-9E4FB16CEFEB1699,C,initial_rl,0,4,0.0,0
TRN-9E4FB16CEFEB1699,C,repair_sft,1,4,0.25,0
TRN-9E5062C1223BE981,C,base,1,4,0.25,
TRN-9E5062C1223BE981,C,initial_rl,0,4,0.0,0
TRN-9E5062C1223BE981,C,repair_sft,2,4,0.5,0
TRN-9E8109CD5B3682B0,C,base,1,4,0.25,
TRN-9E8109CD5B3682B0,C,initial_rl,0,4,0.0,0
TRN-9E8109CD5B3682B0,C,repair_sft,3,4,0.75,0
TRN-9EA6650E68A557F3,C,base,2,4,0.5,
TRN-9EA6650E68A557F3,C,initial_rl,4,4,1.0,0
TRN-9EA6650E68A557F3,C,repair_sft,4,4,1.0,0
TRN-9EA8A495A0F22540,C,base,1,4,0.25,
TRN-9EA8A495A0F22540,C,initial_rl,0,4,0.0,0
TRN-9EA8A495A0F22540,C,repair_sft,0,4,0.0,0
TRN-9EF7B54C72074B22,C,base,1,4,0.25,
TRN-9EF7B54C72074B22,C,initial_rl,1,4,0.25,0
TRN-9EF7B54C72074B22,C,repair_sft,0,4,0.0,0
TRN-9F225FFFA5440443,C,base,1,4,0.25,
TRN-9F225FFFA5440443,C,initial_rl,4,4,1.0,0
TRN-9F225FFFA5440443,C,repair_sft,3,4,0.75,0
TRN-9F2A28E7D4619BF1,C,base,2,4,0.5,
TRN-9F2A28E7D4619BF1,C,initial_rl,1,4,0.25,0
TRN-9F2A28E7D4619BF1,C,repair_sft,4,4,1.0,0
TRN-9F3A6938C3B71246,C,base,0,4,0.0,
TRN-9F3A6938C3B71246,C,initial_rl,0,4,0.0,0
TRN-9F3A6938C3B71246,C,repair_sft,1,4,0.25,0
TRN-9F3ABD7603F1FDE1,C,base,1,4,0.25,
TRN-9F3ABD7603F1FDE1,C,initial_rl,2,4,0.5,0
TRN-9F3ABD7603F1FDE1,C,repair_sft,3,4,0.75,0
TRN-9F57DF48690C3B54,C,base,3,4,0.75,
TRN-9F57DF48690C3B54,C,initial_rl,4,4,1.0,0
TRN-9F57DF48690C3B54,C,repair_sft,4,4,1.0,0
TRN-9F6E6E3C417FD114,C,base,1,4,0.25,
TRN-9F6E6E3C417FD114,C,initial_rl,2,4,0.5,0
TRN-9F6E6E3C417FD114,C,repair_sft,4,4,1.0,0
TRN-9F7540BB005F63AD,C,base,2,4,0.5,
TRN-9F7540BB005F63AD,C,initial_rl,2,4,0.5,0
TRN-9F7540BB005F63AD,C,repair_sft,4,4,1.0,0
TRN-9FD71A6EDB6C7EBF,C,base,2,4,0.5,
TRN-9FD71A6EDB6C7EBF,C,initial_rl,4,4,1.0,0
TRN-9FD71A6EDB6C7EBF,C,repair_sft,1,4,0.25,0
TRN-9FE3DA9BCDA63D8A,C,base,1,4,0.25,
TRN-9FE3DA9BCDA63D8A,C,initial_rl,1,4,0.25,0
TRN-9FE3DA9BCDA63D8A,C,repair_sft,2,4,0.5,0
TRN-9FF0B59B967A7532,C,base,1,4,0.25,
TRN-9FF0B59B967A7532,C,initial_rl,3,4,0.75,0
TRN-9FF0B59B967A7532,C,repair_sft,3,4,0.75,0
TRN-A00F6955EA7EF4E6,C,base,1,4,0.25,
TRN-A00F6955EA7EF4E6,C,initial_rl,2,4,0.5,0
TRN-A00F6955EA7EF4E6,C,repair_sft,4,4,1.0,0
TRN-A02A03A2BD1F5899,C,base,1,4,0.25,
TRN-A02A03A2BD1F5899,C,initial_rl,1,4,0.25,0
TRN-A02A03A2BD1F5899,C,repair_sft,3,4,0.75,0
TRN-A0715748BC68A86B,C,base,1,4,0.25,
TRN-A0715748BC68A86B,C,initial_rl,2,4,0.5,0
TRN-A0715748BC68A86B,C,repair_sft,2,4,0.5,0
TRN-A08AFE63D5FD6E73,C,base,1,4,0.25,
TRN-A08AFE63D5FD6E73,C,initial_rl,1,4,0.25,0
TRN-A08AFE63D5FD6E73,C,repair_sft,3,4,0.75,0
TRN-A0A2768EFF496A88,C,base,1,4,0.25,
TRN-A0A2768EFF496A88,C,initial_rl,0,4,0.0,0
TRN-A0A2768EFF496A88,C,repair_sft,0,4,0.0,0
TRN-A0A7387D7D386527,C,base,2,4,0.5,
TRN-A0A7387D7D386527,C,initial_rl,2,4,0.5,0
TRN-A0A7387D7D386527,C,repair_sft,2,4,0.5,0
TRN-A0B90FFEBD4241CB,C,base,1,4,0.25,
TRN-A0B90FFEBD4241CB,C,initial_rl,1,4,0.25,0
TRN-A0B90FFEBD4241CB,C,repair_sft,3,4,0.75,0
TRN-A0DE21F9805FCA6D,C,base,2,4,0.5,
TRN-A0DE21F9805FCA6D,C,initial_rl,3,4,0.75,0
TRN-A0DE21F9805FCA6D,C,repair_sft,3,4,0.75,0
TRN-A0DEC1E52CBDD6D2,C,base,1,4,0.25,
TRN-A0DEC1E52CBDD6D2,C,initial_rl,4,4,1.0,0
TRN-A0DEC1E52CBDD6D2,C,repair_sft,3,4,0.75,0
TRN-A104F8663D0765E8,C,base,1,4,0.25,
TRN-A104F8663D0765E8,C,initial_rl,0,4,0.0,0
TRN-A104F8663D0765E8,C,repair_sft,0,4,0.0,0
TRN-A108948C1BA60A18,C,base,1,4,0.25,
TRN-A108948C1BA60A18,C,initial_rl,1,4,0.25,0
TRN-A108948C1BA60A18,C,repair_sft,0,4,0.0,0
TRN-A10B380BFDBB09CF,C,base,1,4,0.25,
TRN-A10B380BFDBB09CF,C,initial_rl,4,4,1.0,0
TRN-A10B380BFDBB09CF,C,repair_sft,3,4,0.75,0
TRN-A17DAACBB15CA00C,C,base,1,4,0.25,
TRN-A17DAACBB15CA00C,C,initial_rl,3,4,0.75,0
TRN-A17DAACBB15CA00C,C,repair_sft,2,4,0.5,0
TRN-A1CD6869297B06D8,C,base,2,4,0.5,
TRN-A1CD6869297B06D8,C,initial_rl,3,4,0.75,0
TRN-A1CD6869297B06D8,C,repair_sft,2,4,0.5,0
TRN-A1E0A9B8F0AF73A3,C,base,0,4,0.0,
TRN-A1E0A9B8F0AF73A3,C,initial_rl,0,4,0.0,0
TRN-A1E0A9B8F0AF73A3,C,repair_sft,0,4,0.0,0
TRN-A1F2B4B56564E7C1,C,base,2,4,0.5,
TRN-A1F2B4B56564E7C1,C,initial_rl,2,4,0.5,0
TRN-A1F2B4B56564E7C1,C,repair_sft,3,4,0.75,0
TRN-A20D2FB9D0094796,C,base,1,4,0.25,
TRN-A20D2FB9D0094796,C,initial_rl,2,4,0.5,0
TRN-A20D2FB9D0094796,C,repair_sft,1,4,0.25,0
TRN-A21F4669D97E6590,C,base,2,4,0.5,
TRN-A21F4669D97E6590,C,initial_rl,2,4,0.5,0
TRN-A21F4669D97E6590,C,repair_sft,1,4,0.25,0
TRN-A235B263A4B41ED5,C,base,2,4,0.5,
TRN-A235B263A4B41ED5,C,initial_rl,2,4,0.5,0
TRN-A235B263A4B41ED5,C,repair_sft,4,4,1.0,0
TRN-A25DE5A2C96A15C4,C,base,1,4,0.25,
TRN-A25DE5A2C96A15C4,C,initial_rl,0,4,0.0,0
TRN-A25DE5A2C96A15C4,C,repair_sft,0,4,0.0,0
TRN-A287004341238AED,C,base,1,4,0.25,
TRN-A287004341238AED,C,initial_rl,4,4,1.0,0
TRN-A287004341238AED,C,repair_sft,1,4,0.25,0
TRN-A3592003608224E9,C,base,1,4,0.25,
TRN-A3592003608224E9,C,initial_rl,0,4,0.0,0
TRN-A3592003608224E9,C,repair_sft,0,4,0.0,0
TRN-A3770ACF0890BB7F,C,base,3,4,0.75,
TRN-A3770ACF0890BB7F,C,initial_rl,4,4,1.0,0
TRN-A3770ACF0890BB7F,C,repair_sft,3,4,0.75,0
TRN-A3D2ED221F26816B,C,base,2,4,0.5,
TRN-A3D2ED221F26816B,C,initial_rl,3,4,0.75,0
TRN-A3D2ED221F26816B,C,repair_sft,4,4,1.0,0
TRN-A404227044A094A7,C,base,1,4,0.25,
TRN-A404227044A094A7,C,initial_rl,0,4,0.0,0
TRN-A404227044A094A7,C,repair_sft,3,4,0.75,0
TRN-A42C9EA7C7A8987B,C,base,1,4,0.25,
TRN-A42C9EA7C7A8987B,C,initial_rl,0,4,0.0,0
TRN-A42C9EA7C7A8987B,C,repair_sft,2,4,0.5,0
TRN-A440A9057FB040A3,C,base,1,4,0.25,
TRN-A440A9057FB040A3,C,initial_rl,0,4,0.0,0
TRN-A440A9057FB040A3,C,repair_sft,1,4,0.25,0
TRN-A49AEC4436043947,C,base,2,4,0.5,
TRN-A49AEC4436043947,C,initial_rl,2,4,0.5,0
TRN-A49AEC4436043947,C,repair_sft,2,4,0.5,0
TRN-A4A5EFB8DA9620CB,C,base,2,4,0.5,
TRN-A4A5EFB8DA9620CB,C,initial_rl,4,4,1.0,0
TRN-A4A5EFB8DA9620CB,C,repair_sft,3,4,0.75,0
TRN-A4AB24566E9F5931,C,base,2,4,0.5,
TRN-A4AB24566E9F5931,C,initial_rl,1,4,0.25,0
TRN-A4AB24566E9F5931,C,repair_sft,0,4,0.0,0
TRN-A4D18897BE1CC18A,C,base,2,4,0.5,
TRN-A4D18897BE1CC18A,C,initial_rl,3,4,0.75,0
TRN-A4D18897BE1CC18A,C,repair_sft,2,4,0.5,0
TRN-A4DF27133C630316,C,base,3,4,0.75,
TRN-A4DF27133C630316,C,initial_rl,3,4,0.75,0
TRN-A4DF27133C630316,C,repair_sft,4,4,1.0,0
TRN-A4E8A9408B3FFBEC,C,base,1,4,0.25,
TRN-A4E8A9408B3FFBEC,C,initial_rl,4,4,1.0,0
TRN-A4E8A9408B3FFBEC,C,repair_sft,3,4,0.75,0
TRN-A5088AFE4CAF7BDF,C,base,2,4,0.5,
TRN-A5088AFE4CAF7BDF,C,initial_rl,2,4,0.5,0
TRN-A5088AFE4CAF7BDF,C,repair_sft,2,4,0.5,0
TRN-A533D9A62157F405,C,base,2,4,0.5,
TRN-A533D9A62157F405,C,initial_rl,4,4,1.0,0
TRN-A533D9A62157F405,C,repair_sft,2,4,0.5,0
TRN-A5400E65B2686BAA,C,base,0,4,0.0,
TRN-A5400E65B2686BAA,C,initial_rl,0,4,0.0,0
TRN-A5400E65B2686BAA,C,repair_sft,0,4,0.0,0
TRN-A546EF280D22E1F1,C,base,2,4,0.5,
TRN-A546EF280D22E1F1,C,initial_rl,3,4,0.75,0
TRN-A546EF280D22E1F1,C,repair_sft,4,4,1.0,0
TRN-A568CA2237DA5AD9,C,base,1,4,0.25,
TRN-A568CA2237DA5AD9,C,initial_rl,3,4,0.75,0
TRN-A568CA2237DA5AD9,C,repair_sft,3,4,0.75,0
TRN-A5796660A441CCC0,C,base,3,4,0.75,
TRN-A5796660A441CCC0,C,initial_rl,2,4,0.5,0
TRN-A5796660A441CCC0,C,repair_sft,3,4,0.75,0
TRN-A59B03D8C2A5F2B3,C,base,3,4,0.75,
TRN-A59B03D8C2A5F2B3,C,initial_rl,4,4,1.0,0
TRN-A59B03D8C2A5F2B3,C,repair_sft,4,4,1.0,0
TRN-A5C051604B796798,C,base,2,4,0.5,
TRN-A5C051604B796798,C,initial_rl,3,4,0.75,0
TRN-A5C051604B796798,C,repair_sft,4,4,1.0,0
TRN-A630EC0E2D37D59C,C,base,1,4,0.25,
TRN-A630EC0E2D37D59C,C,initial_rl,0,4,0.0,0
TRN-A630EC0E2D37D59C,C,repair_sft,0,4,0.0,0
TRN-A6408B75CFDB7D7A,C,base,0,4,0.0,
TRN-A6408B75CFDB7D7A,C,initial_rl,0,4,0.0,0
TRN-A6408B75CFDB7D7A,C,repair_sft,0,4,0.0,0
TRN-A64EC7A22844C5D6,C,base,1,4,0.25,
TRN-A64EC7A22844C5D6,C,initial_rl,3,4,0.75,0
TRN-A64EC7A22844C5D6,C,repair_sft,3,4,0.75,0
TRN-A66B655EF62A1B21,C,base,1,4,0.25,
TRN-A66B655EF62A1B21,C,initial_rl,0,4,0.0,0
TRN-A66B655EF62A1B21,C,repair_sft,0,4,0.0,0
TRN-A6951496E6D0285A,C,base,1,4,0.25,
TRN-A6951496E6D0285A,C,initial_rl,2,4,0.5,0
TRN-A6951496E6D0285A,C,repair_sft,2,4,0.5,0
TRN-A6BF04353C8EC8D8,C,base,1,4,0.25,
TRN-A6BF04353C8EC8D8,C,initial_rl,1,4,0.25,0
TRN-A6BF04353C8EC8D8,C,repair_sft,0,4,0.0,0
TRN-A6E8CC36049FE63B,C,base,1,4,0.25,
TRN-A6E8CC36049FE63B,C,initial_rl,0,4,0.0,0
TRN-A6E8CC36049FE63B,C,repair_sft,1,4,0.25,0
TRN-A71C46AC2F8EE331,C,base,2,4,0.5,
TRN-A71C46AC2F8EE331,C,initial_rl,3,4,0.75,0
TRN-A71C46AC2F8EE331,C,repair_sft,4,4,1.0,0
TRN-A7294F17AD1465F8,C,base,0,4,0.0,
TRN-A7294F17AD1465F8,C,initial_rl,0,4,0.0,0
TRN-A7294F17AD1465F8,C,repair_sft,0,4,0.0,0
TRN-A7592B5FFD38902A,C,base,2,4,0.5,
TRN-A7592B5FFD38902A,C,initial_rl,3,4,0.75,0
TRN-A7592B5FFD38902A,C,repair_sft,4,4,1.0,0
TRN-A75C12E2137A8216,C,base,2,4,0.5,
TRN-A75C12E2137A8216,C,initial_rl,3,4,0.75,0
TRN-A75C12E2137A8216,C,repair_sft,4,4,1.0,0
TRN-A79476B517C3CF44,C,base,1,4,0.25,
TRN-A79476B517C3CF44,C,initial_rl,3,4,0.75,0
TRN-A79476B517C3CF44,C,repair_sft,2,4,0.5,0
TRN-A7A5AE452B562C2C,C,base,2,4,0.5,
TRN-A7A5AE452B562C2C,C,initial_rl,1,4,0.25,0
TRN-A7A5AE452B562C2C,C,repair_sft,1,4,0.25,0
TRN-A7B6C69A1589C553,C,base,1,4,0.25,
TRN-A7B6C69A1589C553,C,initial_rl,2,4,0.5,0
TRN-A7B6C69A1589C553,C,repair_sft,1,4,0.25,0
TRN-A7CD41C6138949E3,C,base,1,4,0.25,
TRN-A7CD41C6138949E3,C,initial_rl,1,4,0.25,0
TRN-A7CD41C6138949E3,C,repair_sft,1,4,0.25,0
TRN-A7D1856B51EA97C5,C,base,1,4,0.25,
TRN-A7D1856B51EA97C5,C,initial_rl,0,4,0.0,0
TRN-A7D1856B51EA97C5,C,repair_sft,3,4,0.75,0
TRN-A7E417AF7B961C03,C,base,3,4,0.75,
TRN-A7E417AF7B961C03,C,initial_rl,4,4,1.0,0
TRN-A7E417AF7B961C03,C,repair_sft,4,4,1.0,0
TRN-A80522A791FB6A36,C,base,1,4,0.25,
TRN-A80522A791FB6A36,C,initial_rl,0,4,0.0,0
TRN-A80522A791FB6A36,C,repair_sft,0,4,0.0,0
TRN-A81340919AE2CA0A,C,base,1,4,0.25,
TRN-A81340919AE2CA0A,C,initial_rl,2,4,0.5,0
TRN-A81340919AE2CA0A,C,repair_sft,2,4,0.5,0
TRN-A86642B789629A24,C,base,1,4,0.25,
TRN-A86642B789629A24,C,initial_rl,4,4,1.0,0
TRN-A86642B789629A24,C,repair_sft,2,4,0.5,0
TRN-A86A24CA603FD100,C,base,1,4,0.25,
TRN-A86A24CA603FD100,C,initial_rl,0,4,0.0,0
TRN-A86A24CA603FD100,C,repair_sft,3,4,0.75,0
TRN-A880CC5478B77C50,C,base,1,4,0.25,
TRN-A880CC5478B77C50,C,initial_rl,0,4,0.0,0
TRN-A880CC5478B77C50,C,repair_sft,1,4,0.25,0
TRN-A89E2D4D381BF0BE,C,base,3,4,0.75,
TRN-A89E2D4D381BF0BE,C,initial_rl,4,4,1.0,0
TRN-A89E2D4D381BF0BE,C,repair_sft,4,4,1.0,0
TRN-A8CEF623B9BF2675,C,base,1,4,0.25,
TRN-A8CEF623B9BF2675,C,initial_rl,1,4,0.25,0
TRN-A8CEF623B9BF2675,C,repair_sft,1,4,0.25,0
TRN-A8EAA614240C8B7B,C,base,2,4,0.5,
TRN-A8EAA614240C8B7B,C,initial_rl,1,4,0.25,0
TRN-A8EAA614240C8B7B,C,repair_sft,2,4,0.5,0
TRN-A8FB0426DE1ADC86,C,base,1,4,0.25,
TRN-A8FB0426DE1ADC86,C,initial_rl,0,4,0.0,0
TRN-A8FB0426DE1ADC86,C,repair_sft,3,4,0.75,0
TRN-A960F11794E52B3B,C,base,1,4,0.25,
TRN-A960F11794E52B3B,C,initial_rl,2,4,0.5,0
TRN-A960F11794E52B3B,C,repair_sft,1,4,0.25,0
TRN-A9A57D8B302A849C,C,base,3,4,0.75,
TRN-A9A57D8B302A849C,C,initial_rl,4,4,1.0,0
TRN-A9A57D8B302A849C,C,repair_sft,4,4,1.0,0
TRN-A9A60F6867BB55B5,C,base,1,4,0.25,
TRN-A9A60F6867BB55B5,C,initial_rl,2,4,0.5,0
TRN-A9A60F6867BB55B5,C,repair_sft,3,4,0.75,0
TRN-A9A6F012CDED3C25,C,base,1,4,0.25,
TRN-A9A6F012CDED3C25,C,initial_rl,2,4,0.5,0
TRN-A9A6F012CDED3C25,C,repair_sft,3,4,0.75,0
TRN-A9D4E37A951B21EA,C,base,1,4,0.25,
TRN-A9D4E37A951B21EA,C,initial_rl,1,4,0.25,0
TRN-A9D4E37A951B21EA,C,repair_sft,2,4,0.5,0
