anon_instance_id,category,phase,n_successes,n_attempts,success_rate,infra_failure_count
TRN-0B8FF9EB1C622D0E,B,repair_sft,1,4,0.25,0
TRN-0BB012A2579CB880,B,base,2,4,0.5,
TRN-0BB012A2579CB880,B,initial_rl,2,4,0.5,0
TRN-0BB012A2579CB880,B,repair_sft,4,4,1.0,0
TRN-0CED7243A1D46BDB,B,base,1,4,0.25,
TRN-0CED7243A1D46BDB,B,initial_rl,3,4,0.75,0
TRN-0CED7243A1D46BDB,B,repair_sft,1,4,0.25,0
TRN-0DEFACB9D437EC5E,B,base,2,4,0.5,
TRN-0DEFACB9D437EC5E,B,initial_rl,0,4,0.0,0
TRN-0DEFACB9D437EC5E,B,repair_sft,0,4,0.0,0
TRN-0EDA5E9E810A70A4,B,base,2,4,0.5,
TRN-0EDA5E9E810A70A4,B,initial_rl,3,4,0.75,0
TRN-0EDA5E9E810A70A4,B,repair_sft,3,4,0.75,0
TRN-0FC8D0F8F2CE0BEE,B,base,1,4,0.25,
TRN-0FC8D0F8F2CE0BEE,B,initial_rl,0,4,0.0,0
TRN-0FC8D0F8F2CE0BEE,B,repair_sft,0,4,0.0,0
TRN-0FDB9C7E9FEFF192,B,base,1,4,0.25,
TRN-0FDB9C7E9FEFF192,B,initial_rl,2,4,0.5,0
TRN-0FDB9C7E9FEFF192,B,repair_sft,3,4,0.75,0
TRN-102247B14BD0505B,B,base,2,4,0.5,
TRN-102247B14BD0505B,B,initial_rl,1,4,0.25,0
TRN-102247B14BD0505B,B,repair_sft,2,4,0.5,0
TRN-106E2DD044E0F28A,B,base,2,4,0.5,
TRN-106E2DD044E0F28A,B,initial_rl,3,4,0.75,0
TRN-106E2DD044E0F28A,B,repair_sft,4,4,1.0,0
TRN-1093295C1D194649,B,base,2,4,0.5,
TRN-1093295C1D194649,B,initial_rl,2,4,0.5,0
TRN-1093295C1D194649,B,repair_sft,4,4,1.0,0
TRN-111626B6F62AFDD9,B,base,2,4,0.5,
TRN-111626B6F62AFDD9,B,initial_rl,4,4,1.0,0
TRN-111626B6F62AFDD9,B,repair_sft,2,4,0.5,0
TRN-115BC482BA5DDDCC,B,base,2,4,0.5,
TRN-115BC482BA5DDDCC,B,initial_rl,2,4,0.5,0
TRN-115BC482BA5DDDCC,B,repair_sft,4,4,1.0,0
TRN-1160ECFC51A79ABF,B,base,1,4,0.25,
TRN-1160ECFC51A79ABF,B,initial_rl,3,4,0.75,0
TRN-1160ECFC51A79ABF,B,repair_sft,4,4,1.0,0
TRN-1174F8855C631339,B,base,0,4,0.0,
TRN-1174F8855C631339,B,initial_rl,0,4,0.0,0
TRN-1174F8855C631339,B,repair_sft,0,4,0.0,0
TRN-11EF44801D7FAA48,B,base,1,4,0.25,
TRN-11EF44801D7FAA48,B,initial_rl,0,4,0.0,0
TRN-11EF44801D7FAA48,B,repair_sft,0,4,0.0,0
TRN-1204F7D38F44B51E,B,base,2,4,0.5,
TRN-1204F7D38F44B51E,B,initial_rl,2,4,0.5,0
TRN-1204F7D38F44B51E,B,repair_sft,2,4,0.5,0
TRN-123D7F27F302B653,B,base,1,4,0.25,
TRN-123D7F27F302B653,B,initial_rl,2,4,0.5,0
TRN-123D7F27F302B653,B,repair_sft,4,4,1.0,0
TRN-1351690F083B8001,B,base,3,4,0.75,
TRN-1351690F083B8001,B,initial_rl,2,4,0.5,0
TRN-1351690F083B8001,B,repair_sft,2,4,0.5,0
TRN-1391D7404BAE3934,B,base,1,4,0.25,
TRN-1391D7404BAE3934,B,initial_rl,4,4,1.0,0
TRN-1391D7404BAE3934,B,repair_sft,4,4,1.0,0
TRN-14AB9BCABD516FC9,B,base,3,4,0.75,
TRN-14AB9BCABD516FC9,B,initial_rl,4,4,1.0,0
TRN-14AB9BCABD516FC9,B,repair_sft,2,4,0.5,0
TRN-158F46491727C007,B,base,1,4,0.25,
TRN-158F46491727C007,B,initial_rl,2,4,0.5,0
TRN-158F46491727C007,B,repair_sft,3,4,0.75,0
TRN-162328DF6313DD8D,B,base,1,4,0.25,
TRN-162328DF6313DD8D,B,initial_rl,0,4,0.0,0
TRN-162328DF6313DD8D,B,repair_sft,0,4,0.0,0
TRN-1770CA321E85BB13,B,base,3,4,0.75,
TRN-1770CA321E85BB13,B,initial_rl,4,4,1.0,0
TRN-1770CA321E85BB13,B,repair_sft,4,4,1.0,0
TRN-17A4F9268BF0F261,B,base,1,4,0.25,
TRN-17A4F9268BF0F261,B,initial_rl,1,4,0.25,0
TRN-17A4F9268BF0F261,B,repair_sft,3,4,0.75,0
TRN-1875C07E211E32AF,B,base,1,4,0.25,
TRN-1875C07E211E32AF,B,initial_rl,2,4,0.5,0
TRN-1875C07E211E32AF,B,repair_sft,3,4,0.75,0
TRN-190AA14AAF5FD0E7,B,base,3,4,0.75,
TRN-190AA14AAF5FD0E7,B,initial_rl,4,4,1.0,0
TRN-190AA14AAF5FD0E7,B,repair_sft,4,4,1.0,0
TRN-195EAA5B78BD0BD7,B,base,1,4,0.25,
TRN-195EAA5B78BD0BD7,B,initial_rl,0,4,0.0,0
TRN-195EAA5B78BD0BD7,B,repair_sft,2,4,0.5,0
TRN-19DD2F6E4EE12C95,B,base,1,4,0.25,
TRN-19DD2F6E4EE12C95,B,initial_rl,1,4,0.25,0
TRN-19DD2F6E4EE12C95,B,repair_sft,4,4,1.0,0
TRN-1AB09B6EB29F5DEF,B,base,1,4,0.25,
TRN-1AB09B6EB29F5DEF,B,initial_rl,4,4,1.0,0
TRN-1AB09B6EB29F5DEF,B,repair_sft,3,4,0.75,0
TRN-1B00DF1DC6E577D8,B,base,1,4,0.25,
TRN-1B00DF1DC6E577D8,B,initial_rl,1,4,0.25,0
TRN-1B00DF1DC6E577D8,B,repair_sft,2,4,0.5,0
TRN-1B0D1DA8E42416E2,B,base,0,4,0.0,
TRN-1B0D1DA8E42416E2,B,initial_rl,0,4,0.0,0
TRN-1B0D1DA8E42416E2,B,repair_sft,0,4,0.0,0
TRN-1B50829715A076C3,B,base,1,4,0.25,
TRN-1B50829715A076C3,B,initial_rl,1,4,0.25,0
TRN-1B50829715A076C3,B,repair_sft,2,4,0.5,0
TRN-1D8ED87FC03F8031,B,base,2,4,0.5,
TRN-1D8ED87FC03F8031,B,initial_rl,2,4,0.5,0
TRN-1D8ED87FC03F8031,B,repair_sft,2,4,0.5,0
TRN-1DD9FA8E431F4928,B,base,2,4,0.5,
TRN-1DD9FA8E431F4928,B,initial_rl,4,4,1.0,0
TRN-1DD9FA8E431F4928,B,repair_sft,3,4,0.75,0
TRN-1E062D458663D212,B,base,2,4,0.5,
TRN-1E062D458663D212,B,initial_rl,1,4,0.25,0
TRN-1E062D458663D212,B,repair_sft,3,4,0.75,0
TRN-1E48B1DE996A67BB,B,base,2,4,0.5,
TRN-1E48B1DE996A67BB,B,initial_rl,3,4,0.75,0
TRN-1E48B1DE996A67BB,B,repair_sft,4,4,1.0,0
TRN-1EA1763299F1FA49,B,base,0,4,0.0,
TRN-1EA1763299F1FA49,B,initial_rl,0,4,0.0,0
TRN-1EA1763299F1FA49,B,repair_sft,0,4,0.0,0
TRN-20925F4FAEA079B1,B,base,1,4,0.25,
TRN-20925F4FAEA079B1,B,initial_rl,2,4,0.5,0
TRN-20925F4FAEA079B1,B,repair_sft,2,4,0.5,0
TRN-20C9E81ED36D04C6,B,base,2,4,0.5,
TRN-20C9E81ED36D04C6,B,initial_rl,3,4,0.75,0
TRN-20C9E81ED36D04C6,B,repair_sft,3,4,0.75,0
TRN-214D6E0AF9A67AFE,B,base,3,4,0.75,
TRN-214D6E0AF9A67AFE,B,initial_rl,1,4,0.25,0
TRN-214D6E0AF9A67AFE,B,repair_sft,1,4,0.25,0
TRN-22159B32AD16D41E,B,base,1,4,0.25,
TRN-22159B32AD16D41E,B,initial_rl,2,4,0.5,0
TRN-22159B32AD16D41E,B,repair_sft,2,4,0.5,0
TRN-222C70E711B8C061,B,base,1,4,0.25,
TRN-222C70E711B8C061,B,initial_rl,3,4,0.75,0
TRN-222C70E711B8C061,B,repair_sft,2,4,0.5,0
TRN-2245F5479ADFF48A,B,base,1,8,0.125,
TRN-2245F5479ADFF48A,B,initial_rl,0,4,0.0,0
TRN-2245F5479ADFF48A,B,repair_sft,3,4,0.75,0
TRN-225F84879E74B746,B,base,2,4,0.5,
TRN-225F84879E74B746,B,initial_rl,4,4,1.0,0
TRN-225F84879E74B746,B,repair_sft,3,4,0.75,0
TRN-2340C335E04C0A57,B,base,1,4,0.25,
TRN-2340C335E04C0A57,B,initial_rl,0,4,0.0,0
TRN-2340C335E04C0A57,B,repair_sft,0,4,0.0,0
TRN-234BDE137C084205,B,base,2,4,0.5,
TRN-234BDE137C084205,B,initial_rl,1,4,0.25,0
TRN-234BDE137C084205,B,repair_sft,3,4,0.75,0
TRN-23A9994B58562BD8,B,base,2,4,0.5,
TRN-23A9994B58562BD8,B,initial_rl,2,4,0.5,0
TRN-23A9994B58562BD8,B,repair_sft,2,4,0.5,0
TRN-2449ABA6FEE0AD30,B,base,1,4,0.25,
TRN-2449ABA6FEE0AD30,B,initial_rl,2,4,0.5,0
TRN-2449ABA6FEE0AD30,B,repair_sft,4,4,1.0,0
TRN-2495235CA402A503,B,base,1,4,0.25,
TRN-2495235CA402A503,B,initial_rl,3,4,0.75,0
TRN-2495235CA402A503,B,repair_sft,2,4,0.5,1
TRN-24DB5C8994E97B0A,B,base,0,4,0.0,
TRN-24DB5C8994E97B0A,B,initial_rl,0,4,0.0,0
TRN-24DB5C8994E97B0A,B,repair_sft,0,4,0.0,0
TRN-25427B7CE64A87D0,B,base,2,4,0.5,
TRN-25427B7CE64A87D0,B,initial_rl,0,4,0.0,0
TRN-25427B7CE64A87D0,B,repair_sft,4,4,1.0,0
TRN-25E03A6A8D30C3F0,B,base,1,4,0.25,
TRN-25E03A6A8D30C3F0,B,initial_rl,0,4,0.0,0
TRN-25E03A6A8D30C3F0,B,repair_sft,0,4,0.0,0
TRN-2606FD9F7208E65F,B,base,2,4,0.5,
TRN-2606FD9F7208E65F,B,initial_rl,1,4,0.25,0
TRN-2606FD9F7208E65F,B,repair_sft,3,4,0.75,0
TRN-2629B62C244D6FB5,B,base,2,4,0.5,
TRN-2629B62C244D6FB5,B,initial_rl,1,4,0.25,0
TRN-2629B62C244D6FB5,B,repair_sft,3,4,0.75,0
TRN-27BBA37CC608A665,B,base,1,4,0.25,
TRN-27BBA37CC608A665,B,initial_rl,1,4,0.25,0
TRN-27BBA37CC608A665,B,repair_sft,1,4,0.25,0
TRN-283AE1CDABA5B8C2,B,base,1,4,0.25,
TRN-283AE1CDABA5B8C2,B,initial_rl,2,4,0.5,0
TRN-283AE1CDABA5B8C2,B,repair_sft,1,4,0.25,0
TRN-2866913FCB978C16,B,base,1,4,0.25,
TRN-2866913FCB978C16,B,initial_rl,1,4,0.25,0
TRN-2866913FCB978C16,B,repair_sft,4,4,1.0,0
TRN-29CFC25137AFE473,B,base,1,4,0.25,
TRN-29CFC25137AFE473,B,initial_rl,0,4,0.0,0
TRN-29CFC25137AFE473,B,repair_sft,2,4,0.5,0
TRN-2A03E1CD11615F2D,B,base,2,4,0.5,
TRN-2A03E1CD11615F2D,B,initial_rl,2,4,0.5,0
TRN-2A03E1CD11615F2D,B,repair_sft,3,4,0.75,0
TRN-2A1A5B00DAE56878,B,base,2,4,0.5,
TRN-2A1A5B00DAE56878,B,initial_rl,2,4,0.5,0
TRN-2A1A5B00DAE56878,B,repair_sft,2,4,0.5,0
TRN-2A3006EE75435E66,B,base,1,4,0.25,
TRN-2A3006EE75435E66,B,initial_rl,2,4,0.5,0
TRN-2A3006EE75435E66,B,repair_sft,2,4,0.5,0
TRN-2A5802C13E525722,B,base,2,4,0.5,
TRN-2A5802C13E525722,B,initial_rl,1,4,0.25,0
TRN-2A5802C13E525722,B,repair_sft,4,4,1.0,0
TRN-2B8B15D19BD9C97D,B,base,3,4,0.75,
TRN-2B8B15D19BD9C97D,B,initial_rl,4,4,1.0,0
TRN-2B8B15D19BD9C97D,B,repair_sft,4,4,1.0,0
TRN-2D4D27B7D2774217,B,base,3,4,0.75,
TRN-2D4D27B7D2774217,B,initial_rl,4,4,1.0,0
TRN-2D4D27B7D2774217,B,repair_sft,4,4,1.0,0
TRN-2DB3E560A59A9C60,B,base,0,4,0.0,
TRN-2DB3E560A59A9C60,B,initial_rl,0,4,0.0,0
TRN-2DB3E560A59A9C60,B,repair_sft,0,4,0.0,0
TRN-2E60037F5EEAA8B5,B,base,1,4,0.25,
TRN-2E60037F5EEAA8B5,B,initial_rl,0,4,0.0,0
TRN-2E60037F5EEAA8B5,B,repair_sft,4,4,1.0,0
TRN-2FCCA9C1ED0F1F4E,B,base,2,4,0.5,
TRN-2FCCA9C1ED0F1F4E,B,initial_rl,1,4,0.25,0
TRN-2FCCA9C1ED0F1F4E,B,repair_sft,0,4,0.0,0
TRN-30463AA784C65FF6,B,base,2,4,0.5,
TRN-30463AA784C65FF6,B,initial_rl,3,4,0.75,0
TRN-30463AA784C65FF6,B,repair_sft,3,4,0.75,0
TRN-309DEA73A7BEF2EA,B,base,1,4,0.25,
TRN-309DEA73A7BEF2EA,B,initial_rl,1,4,0.25,0
TRN-309DEA73A7BEF2EA,B,repair_sft,0,4,0.0,0
TRN-30A72C1C6A7AD63E,B,base,1,4,0.25,
TRN-30A72C1C6A7AD63E,B,initial_rl,0,4,0.0,0
TRN-30A72C1C6A7AD63E,B,repair_sft,1,4,0.25,1
TRN-313B881695FA14F8,B,base,3,4,0.75,
TRN-313B881695FA14F8,B,initial_rl,4,4,1.0,0
TRN-313B881695FA14F8,B,repair_sft,4,4,1.0,0
TRN-32276E506E56E286,B,base,3,4,0.75,
TRN-32276E506E56E286,B,initial_rl,3,4,0.75,0
TRN-32276E506E56E286,B,repair_sft,3,4,0.75,0
TRN-325FB0F392E6D51F,B,base,1,4,0.25,
TRN-325FB0F392E6D51F,B,initial_rl,1,4,0.25,0
TRN-325FB0F392E6D51F,B,repair_sft,1,4,0.25,0
TRN-33BCD757DAA6D29B,B,base,1,4,0.25,
TRN-33BCD757DAA6D29B,B,initial_rl,0,4,0.0,0
TRN-33BCD757DAA6D29B,B,repair_sft,4,4,1.0,0
TRN-34A9BFECAC96D253,B,base,1,4,0.25,
TRN-34A9BFECAC96D253,B,initial_rl,2,4,0.5,0
TRN-34A9BFECAC96D253,B,repair_sft,4,4,1.0,0
TRN-34ADFE99B4CA52B9,B,base,1,4,0.25,
TRN-34ADFE99B4CA52B9,B,initial_rl,3,4,0.75,0
TRN-34ADFE99B4CA52B9,B,repair_sft,4,4,1.0,0
TRN-34E2B6DBDB7FF9E3,B,base,2,4,0.5,
TRN-34E2B6DBDB7FF9E3,B,initial_rl,2,4,0.5,0
TRN-34E2B6DBDB7FF9E3,B,repair_sft,3,4,0.75,0
TRN-358EB7EAC6EB76FF,B,base,1,4,0.25,
TRN-358EB7EAC6EB76FF,B,initial_rl,4,4,1.0,0
TRN-358EB7EAC6EB76FF,B,repair_sft,3,4,0.75,0
TRN-35EEB80E4314EDD2,B,base,2,4,0.5,
TRN-35EEB80E4314EDD2,B,initial_rl,3,4,0.75,0
TRN-35EEB80E4314EDD2,B,repair_sft,4,4,1.0,0
TRN-37B65D327A627591,B,base,2,4,0.5,
TRN-37B65D327A627591,B,initial_rl,1,4,0.25,0
TRN-37B65D327A627591,B,repair_sft,4,4,1.0,0
TRN-38D56EA721DB7E94,B,base,0,4,0.0,
TRN-38D56EA721DB7E94,B,initial_rl,2,4,0.5,0
TRN-38D56EA721DB7E94,B,repair_sft,3,4,0.75,0
TRN-390C200A428ADD3E,B,base,2,4,0.5,
TRN-390C200A428ADD3E,B,initial_rl,1,4,0.25,0
TRN-390C200A428ADD3E,B,repair_sft,4,4,1.0,0
TRN-391E81CD51BBBE12,B,base,2,4,0.5,
TRN-391E81CD51BBBE12,B,initial_rl,3,4,0.75,0
TRN-391E81CD51BBBE12,B,repair_sft,2,4,0.5,0
TRN-3A6E768847347A2A,B,base,2,4,0.5,
TRN-3A6E768847347A2A,B,initial_rl,0,4,0.0,0
TRN-3A6E768847347A2A,B,repair_sft,2,4,0.5,0
TRN-3A84A15C4714103B,B,base,1,4,0.25,
TRN-3A84A15C4714103B,B,initial_rl,1,4,0.25,0
TRN-3A84A15C4714103B,B,repair_sft,1,4,0.25,0
TRN-3AA7A668E741C859,B,base,2,4,0.5,
TRN-3AA7A668E741C859,B,initial_rl,2,4,0.5,0
TRN-3AA7A668E741C859,B,repair_sft,4,4,1.0,0
TRN-3BBC67E9785651FB,B,base,2,4,0.5,
TRN-3BBC67E9785651FB,B,initial_rl,1,4,0.25,0
TRN-3BBC67E9785651FB,B,repair_sft,3,4,0.75,0
TRN-3CF5E8E69A8BFADD,B,base,1,4,0.25,
TRN-3CF5E8E69A8BFADD,B,initial_rl,1,4,0.25,0
TRN-3CF5E8E69A8BFADD,B,repair_sft,2,4,0.5,0
TRN-3D50AB6D3600887B,B,base,2,4,0.5,
TRN-3D50AB6D3600887B,B,initial_rl,3,4,0.75,0
TRN-3D50AB6D3600887B,B,repair_sft,4,4,1.0,0
TRN-3E321FEF84B14FB9,B,base,2,4,0.5,
TRN-3E321FEF84B14FB9,B,initial_rl,2,4,0.5,0
TRN-3E321FEF84B14FB9,B,repair_sft,1,4,0.25,0
TRN-3EC8DD94CB72AA89,B,base,2,4,0.5,
TRN-3EC8DD94CB72AA89,B,initial_rl,4,4,1.0,0
TRN-3EC8DD94CB72AA89,B,repair_sft,3,4,0.75,0
TRN-3F14051A4E27F4D9,B,base,1,4,0.25,
TRN-3F14051A4E27F4D9,B,initial_rl,2,4,0.5,0
TRN-3F14051A4E27F4D9,B,repair_sft,3,4,0.75,0
TRN-402648E54CE1E862,B,base,2,4,0.5,
TRN-402648E54CE1E862,B,initial_rl,3,4,0.75,0
TRN-402648E54CE1E862,B,repair_sft,3,4,0.75,0
TRN-40705F5E1C47B50C,B,base,2,4,0.5,
TRN-40705F5E1C47B50C,B,initial_rl,2,4,0.5,0
TRN-40705F5E1C47B50C,B,repair_sft,2,4,0.5,0
TRN-409152C69F48AC8B,B,base,2,4,0.5,
TRN-409152C69F48AC8B,B,initial_rl,1,4,0.25,0
TRN-409152C69F48AC8B,B,repair_sft,2,4,0.5,0
TRN-4131A695CFF4697F,B,base,1,4,0.25,
TRN-4131A695CFF4697F,B,initial_rl,2,4,0.5,0
TRN-4131A695CFF4697F,B,repair_sft,2,4,0.5,0
TRN-41E8D1959C002EF2,B,base,2,4,0.5,
TRN-41E8D1959C002EF2,B,initial_rl,1,4,0.25,0
TRN-41E8D1959C002EF2,B,repair_sft,2,4,0.5,0
TRN-427A8BE1A3D8C468,B,base,1,4,0.25,
TRN-427A8BE1A3D8C468,B,initial_rl,4,4,1.0,0
TRN-427A8BE1A3D8C468,B,repair_sft,4,4,1.0,0
TRN-42AA7ED5D59DBBD0,B,base,2,4,0.5,
TRN-42AA7ED5D59DBBD0,B,initial_rl,2,4,0.5,0
TRN-42AA7ED5D59DBBD0,B,repair_sft,1,4,0.25,0
TRN-42B4B187E5BE19BA,B,base,2,4,0.5,
TRN-42B4B187E5BE19BA,B,initial_rl,3,4,0.75,0
TRN-42B4B187E5BE19BA,B,repair_sft,3,4,0.75,0
TRN-43F8AFB4C8FBB0DC,B,base,2,4,0.5,
TRN-43F8AFB4C8FBB0DC,B,initial_rl,3,4,0.75,0
TRN-43F8AFB4C8FBB0DC,B,repair_sft,2,4,0.5,0
TRN-453072C91AD45116,B,base,2,4,0.5,
TRN-453072C91AD45116,B,initial_rl,1,4,0.25,0
TRN-453072C91AD45116,B,repair_sft,0,4,0.0,0
TRN-453DF0B0B784EA05,B,base,1,4,0.25,
TRN-453DF0B0B784EA05,B,initial_rl,2,4,0.5,0
TRN-453DF0B0B784EA05,B,repair_sft,3,4,0.75,0
TRN-45DF7DB7049FE3B7,B,base,1,4,0.25,
TRN-45DF7DB7049FE3B7,B,initial_rl,0,4,0.0,0
TRN-45DF7DB7049FE3B7,B,repair_sft,0,4,0.0,0
TRN-45EB39CF307E9AF0,B,base,2,4,0.5,
TRN-45EB39CF307E9AF0,B,initial_rl,3,4,0.75,0
TRN-45EB39CF307E9AF0,B,repair_sft,3,4,0.75,0
TRN-4642F13C20134FA3,B,base,2,4,0.5,
TRN-4642F13C20134FA3,B,initial_rl,2,4,0.5,0
TRN-4642F13C20134FA3,B,repair_sft,3,4,0.75,0
TRN-47362936D9C0D766,B,base,1,4,0.25,
TRN-47362936D9C0D766,B,initial_rl,2,4,0.5,0
TRN-47362936D9C0D766,B,repair_sft,4,4,1.0,0
TRN-4773EEC432B4687C,B,base,1,4,0.25,
TRN-4773EEC432B4687C,B,initial_rl,1,4,0.25,0
TRN-4773EEC432B4687C,B,repair_sft,0,4,0.0,0
TRN-486248BA2DEAD918,B,base,1,4,0.25,
TRN-486248BA2DEAD918,B,initial_rl,1,4,0.25,0
TRN-486248BA2DEAD918,B,repair_sft,1,4,0.25,0
TRN-48CECCC43C1B9E9D,B,base,2,4,0.5,
TRN-48CECCC43C1B9E9D,B,initial_rl,2,4,0.5,0
TRN-48CECCC43C1B9E9D,B,repair_sft,4,4,1.0,0
TRN-495F999080DBB85D,B,base,2,4,0.5,
TRN-495F999080DBB85D,B,initial_rl,2,4,0.5,0
TRN-495F999080DBB85D,B,repair_sft,3,4,0.75,0
TRN-496B5677AFF6DA48,B,base,3,4,0.75,
TRN-496B5677AFF6DA48,B,initial_rl,4,4,1.0,0
TRN-496B5677AFF6DA48,B,repair_sft,4,4,1.0,0
TRN-49A6A7C85BED30BF,B,base,1,4,0.25,
TRN-49A6A7C85BED30BF,B,initial_rl,4,4,1.0,0
TRN-49A6A7C85BED30BF,B,repair_sft,2,4,0.5,0
TRN-49B0087C76103DFF,B,base,1,4,0.25,
TRN-49B0087C76103DFF,B,initial_rl,0,4,0.0,0
TRN-49B0087C76103DFF,B,repair_sft,3,4,0.75,0
TRN-49DC81F993C6A74D,B,base,1,4,0.25,
TRN-49DC81F993C6A74D,B,initial_rl,0,4,0.0,0
TRN-49DC81F993C6A74D,B,repair_sft,1,4,0.25,0
TRN-4ABE6D271D5B454E,B,base,2,4,0.5,
TRN-4ABE6D271D5B454E,B,initial_rl,4,4,1.0,0
TRN-4ABE6D271D5B454E,B,repair_sft,3,4,0.75,0
TRN-4AC88586D82CEDEB,B,base,1,4,0.25,
TRN-4AC88586D82CEDEB,B,initial_rl,0,4,0.0,0
TRN-4AC88586D82CEDEB,B,repair_sft,0,4,0.0,0
TRN-4B34528DE6C021C7,B,base,3,4,0.75,
TRN-4B34528DE6C021C7,B,initial_rl,4,4,1.0,0
TRN-4B34528DE6C021C7,B,repair_sft,4,4,1.0,0
TRN-4B62538C9A471848,B,base,1,4,0.25,
TRN-4B62538C9A471848,B,initial_rl,2,4,0.5,0
TRN-4B62538C9A471848,B,repair_sft,0,4,0.0,0
TRN-4CBF62C2794CEA00,B,base,2,4,0.5,
TRN-4CBF62C2794CEA00,B,initial_rl,2,4,0.5,0
TRN-4CBF62C2794CEA00,B,repair_sft,3,4,0.75,0
TRN-4D234FEB987F2413,B,base,1,4,0.25,
TRN-4D234FEB987F2413,B,initial_rl,4,4,1.0,0
TRN-4D234FEB987F2413,B,repair_sft,3,4,0.75,0
TRN-4E289D2B0CC21991,B,base,1,4,0.25,
TRN-4E289D2B0CC21991,B,initial_rl,1,4,0.25,0
TRN-4E289D2B0CC21991,B,repair_sft,1,4,0.25,0
TRN-4EA901732289302F,B,base,2,4,0.5,
TRN-4EA901732289302F,B,initial_rl,3,4,0.75,0
TRN-4EA901732289302F,B,repair_sft,3,4,0.75,0
TRN-4F106EA6AB6CBB38,B,base,2,4,0.5,
TRN-4F106EA6AB6CBB38,B,initial_rl,0,4,0.0,0
TRN-4F106EA6AB6CBB38,B,repair_sft,2,4,0.5,0
TRN-4F9CB600F74F7312,B,base,2,4,0.5,
TRN-4F9CB600F74F7312,B,initial_rl,3,4,0.75,0
TRN-4F9CB600F74F7312,B,repair_sft,4,4,1.0,0
TRN-4FBB343ECD89882C,B,base,3,4,0.75,
TRN-4FBB343ECD89882C,B,initial_rl,2,4,0.5,0
TRN-4FBB343ECD89882C,B,repair_sft,2,4,0.5,0
TRN-4FBDEA60E356AA10,B,base,1,4,0.25,
TRN-4FBDEA60E356AA10,B,initial_rl,3,4,0.75,0
TRN-4FBDEA60E356AA10,B,repair_sft,4,4,1.0,0
TRN-4FC474A5C59E5273,B,base,1,4,0.25,
TRN-4FC474A5C59E5273,B,initial_rl,1,4,0.25,0
TRN-4FC474A5C59E5273,B,repair_sft,1,4,0.25,0
TRN-52209532020B2A8E,B,base,1,4,0.25,
TRN-52209532020B2A8E,B,initial_rl,2,4,0.5,0
TRN-52209532020B2A8E,B,repair_sft,2,4,0.5,0
TRN-529BD319C6AB702F,B,base,1,4,0.25,
TRN-529BD319C6AB702F,B,initial_rl,1,4,0.25,0
TRN-529BD319C6AB702F,B,repair_sft,2,4,0.5,0
TRN-537354BF8029EE6A,B,base,2,4,0.5,
TRN-537354BF8029EE6A,B,initial_rl,2,4,0.5,0
TRN-537354BF8029EE6A,B,repair_sft,3,4,0.75,0
TRN-5492BAB4956228A2,B,base,1,4,0.25,
TRN-5492BAB4956228A2,B,initial_rl,2,4,0.5,0
TRN-5492BAB4956228A2,B,repair_sft,4,4,1.0,0
TRN-54B353554B52C2F1,B,base,1,4,0.25,
TRN-54B353554B52C2F1,B,initial_rl,3,4,0.75,0
TRN-54B353554B52C2F1,B,repair_sft,2,4,0.5,0
TRN-54F2AB459ECC35C0,B,base,2,4,0.5,
TRN-54F2AB459ECC35C0,B,initial_rl,0,4,0.0,0
TRN-54F2AB459ECC35C0,B,repair_sft,1,4,0.25,0
TRN-553C94CDDF2C6DD8,B,base,1,4,0.25,
TRN-553C94CDDF2C6DD8,B,initial_rl,1,4,0.25,0
TRN-553C94CDDF2C6DD8,B,repair_sft,1,4,0.25,0
TRN-5559CDE0028BC23C,B,base,2,4,0.5,
TRN-5559CDE0028BC23C,B,initial_rl,2,4,0.5,0
TRN-5559CDE0028BC23C,B,repair_sft,3,4,0.75,0
TRN-55C4E945D8DAC5FE,B,base,2,4,0.5,
TRN-55C4E945D8DAC5FE,B,initial_rl,2,4,0.5,0
TRN-55C4E945D8DAC5FE,B,repair_sft,2,4,0.5,0
TRN-55F8777006BDB055,B,base,2,4,0.5,
TRN-55F8777006BDB055,B,initial_rl,2,4,0.5,0
TRN-55F8777006BDB055,B,repair_sft,1,4,0.25,0
TRN-57F473042C32D353,B,base,2,4,0.5,
TRN-57F473042C32D353,B,initial_rl,1,4,0.25,0
TRN-57F473042C32D353,B,repair_sft,4,4,1.0,0
TRN-58600270F31AE8AA,B,base,2,4,0.5,
TRN-58600270F31AE8AA,B,initial_rl,1,4,0.25,0
TRN-58600270F31AE8AA,B,repair_sft,3,4,0.75,0
TRN-58778702A590D183,B,base,3,4,0.75,
TRN-58778702A590D183,B,initial_rl,3,4,0.75,0
TRN-58778702A590D183,B,repair_sft,3,4,0.75,0
TRN-58ED7E57CC11D0B9,B,base,1,4,0.25,
TRN-58ED7E57CC11D0B9,B,initial_rl,1,4,0.25,0
TRN-58ED7E57CC11D0B9,B,repair_sft,4,4,1.0,0
TRN-594441E797D69594,B,base,0,4,0.0,
TRN-594441E797D69594,B,initial_rl,0,4,0.0,1
TRN-594441E797D69594,B,repair_sft,0,4,0.0,0
TRN-5978963EB3ABD45D,B,base,1,4,0.25,
TRN-5978963EB3ABD45D,B,initial_rl,2,4,0.5,0
TRN-5978963EB3ABD45D,B,repair_sft,2,4,0.5,0
TRN-598CC8BE96874398,B,base,1,4,0.25,
