step,Full,A,B,C,G_sim,SSG
225,1.2405609492988106,0.3016591251885359,1.3266998341625182,2.2108843537414984,0.3016591251885359,0.9389018241102747
230,2.5350593311758374,4.1478129713423755,0.33167495854063844,2.9761904761904745,0.33167495854063844,2.203384372635199
235,1.7259978425027,1.6591251885369473,1.0779436152570554,2.465986394557831,1.0779436152570554,0.6480542272456447
240,1.8069039913700138,1.2066365007541435,1.5754560530679953,2.721088435374149,1.2066365007541435,0.6002674906158703
245,1.5641855447680726,1.2066365007541435,0.5804311774461084,2.9761904761904745,0.5804311774461084,0.9837543673219642
255,0.6742179072276073,-0.15082956259427505,0.08291873963515428,2.2108843537414984,-0.15082956259427505,0.8250474698218824
265,1.3214670981661243,1.2066365007541435,0.5804311774461084,2.2108843537414984,0.5804311774461084,0.7410359207200159
270,1.725997842502693,0.3016591251885288,2.0729684908789423,2.9761904761904745,0.3016591251885288,1.4243387173141642
275,0.5933117583603007,0.7541478129713397,-1.9071310116086195,2.9761904761904887,-1.9071310116086195,2.5004427699689202
280,2.5350593311758374,2.337858220211153,1.5754560530679953,3.741496598639465,1.5754560530679953,0.9596032781078421
285,1.3214670981661243,-1.0558069381598827,2.570480928689882,2.721088435374149,-1.0558069381598827,2.377274036326007
290,0.10787486515641831,1.2066365007541435,-0.16583747927031567,-0.8503401360544132,-0.8503401360544132,0.9582150012108315
295,1.4023732470334451,2.337858220211153,-2.4046434494195594,4.251700680272116,-2.4046434494195594,3.8070166964530046
300,1.4023732470334451,2.111613876319751,-0.4145936981757856,2.4659863945578238,-0.4145936981757856,1.8169669452092307
305,-0.3775620280474641,-1.5082956259426936,-0.6633499170812556,1.190476190476197,-1.5082956259426936,1.1307335978952295
310,2.8586839266450923,3.6953242835595717,1.3266998341625253,3.4863945578231323,1.3266998341625253,1.531984092482567
315,1.4023732470334451,1.2066365007541435,0.8291873963515783,2.2108843537415055,0.8291873963515783,0.5731858506818668
320,1.5641855447680726,2.1116138763197583,2.0729684908789423,0.4251700680272208,0.4251700680272208,1.1390154767408518
325,0.9978425026968694,3.242835595776768,-0.6633499170812556,0.17006802721088832,-0.6633499170812556,1.661192419778125
